question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
Is there a chessboard and a game console in the house?,logical,no,False,"[[], []]",[],9a5da2c6-29a2-4f14-8d3e-1925e56a80f1,template
Is there a chessboard and a headphones in the house?,logical,no,False,"[[], [38]]",[],b29291a9-1b9f-442a-a5a0-f4be69d760a1,template
Is there a chessboard and a heater in the house?,logical,no,False,"[[], []]",[],897e9f59-b1e4-4f9b-ab6b-0826e9a742af,template
Is there a chessboard and an ironing board in the house?,logical,no,False,"[[], []]",[],9bbd646a-8909-4022-93ef-b3643c710402,template
Is there a chessboard and a jacket in the house?,logical,no,False,"[[], [39]]",[],deaddb3c-198a-45ac-80b6-dcc6f792df5e,template
Is there a chessboard and a kettle in the house?,logical,no,False,"[[], []]",[],c2a42e5c-1ad0-491c-9069-0759cf31d492,template
Is there a chessboard and a lamp in the house?,logical,no,False,"[[], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],43193520-da7f-47a3-886a-5a0e993fe35e,template
Is there a chessboard and a loudspeaker in the house?,logical,no,False,"[[], []]",[],0502bd37-6fc6-457c-9da4-c2c829162707,template
Is there a chessboard and a microwave in the house?,logical,no,False,"[[], []]",[],55ba07ff-d69b-4749-a062-4f29a4ec9bd2,template
Is there a chessboard and a mirror in the house?,logical,no,False,"[[], []]",[],9a759810-6362-4050-b5c8-793833538acb,template
Is there a chessboard and a notice board in the house?,logical,no,False,"[[], [55, 53, 54]]",[],8d839ebb-b41a-4f6a-ad52-808af335d1b8,template
Is there a chessboard and an ottoman in the house?,logical,no,False,"[[], [37]]",[],bcaa8ddb-0427-4171-a8a3-c5c9f91cdfe9,template
Is there a chessboard and a painting in the house?,logical,no,False,"[[], [51, 52]]",[],cfec2419-0db8-4a27-97d5-ec6571f9867d,template
Is there a chessboard and a pan in the house?,logical,no,False,"[[], []]",[],35c8db8f-fabb-431d-b4a1-1b2a751a3bfa,template
Is there a chessboard and a piano in the house?,logical,no,False,"[[], []]",[],bcbaad49-7253-4a97-a552-209bf6944572,template
Is there a chessboard and a plates in the house?,logical,no,False,"[[], []]",[],7c040c82-aa66-4801-87f7-24dc263b5ddf,template
Is there a chessboard and a range oven in the house?,logical,no,False,"[[], []]",[],73f12c62-5286-46a4-9e65-1e2d4f8e191c,template
Is there a chessboard and a refrigerator in the house?,logical,no,False,"[[], []]",[],42af6134-55e5-48f1-88b1-c8eb664babf4,template
Is there a chessboard and a robot in the house?,logical,no,False,"[[], [58, 56, 57]]",[],ddbae14a-e96d-4576-98c8-831276516135,template
Is there a chessboard and a rubiks cube in the house?,logical,no,False,"[[], [61, 59, 62, 60]]",[],6fca020a-1da7-480a-b909-39cf1d2c647c,template
Is there a chessboard and a rug in the house?,logical,no,False,"[[], []]",[],e8ca228f-c9f5-4917-b55d-d028489db7a7,template
Is there a chessboard and a rack in the house?,logical,no,False,"[[], []]",[],97641e8b-52d7-4689-bd01-c909f1c486ba,template
Is there a chessboard and a shoes in the house?,logical,no,False,"[[], [63]]",[],4edd0a97-eb37-4f40-946f-9fb336605882,template
Is there a chessboard and a shower in the house?,logical,no,False,"[[], []]",[],2ce59e02-b81b-4bc5-b0f4-0e10e107755f,template
Is there a chessboard and a sign in the house?,logical,no,False,"[[], [68, 69, 65, 64, 70, 66, 67, 71, 72]]",[],a1a8536a-700f-4c39-9213-6aa3e5a70ec3,template
Is there a chessboard and a sink in the house?,logical,no,False,"[[], []]",[],4b0d38d0-652f-4c86-9831-bd63f52af471,template
Is there a chessboard and a sofa in the house?,logical,no,False,"[[], [18]]",[],c994d049-cb54-4fd2-a175-2e028b1f8caa,template
Is there a chessboard and a stereo set in the house?,logical,no,False,"[[], []]",[],194ac18b-f33b-47bd-91bb-17b841892c65,template
Is there a chessboard and a t-shirt in the house?,logical,no,False,"[[], [73]]",[],022dd136-4b4d-491c-9ba9-87dec1c934b3,template
Is there a chessboard and a table in the house?,logical,no,False,"[[], [74]]",[],4f4178e3-6ba3-4487-8937-5273ac1175f2,template
Is there a chessboard and a teapot in the house?,logical,no,False,"[[], [75]]",[],abd23372-9259-479b-b28a-d3b78468fcb4,template
Is there a chessboard and a teddy bear in the house?,logical,no,False,"[[], [77, 76]]",[],f4f0c416-ca32-4339-b9a5-898e7b375dbe,template
Is there a chessboard and a television in the house?,logical,no,False,"[[], []]",[],8612255d-78ea-4deb-b8c1-9407ac04f8c4,template
Is there a chessboard and a toilet in the house?,logical,no,False,"[[], []]",[],c2009341-406e-467c-bee4-b18af02f1bf8,template
Is there a chessboard and a towel rack in the house?,logical,no,False,"[[], []]",[],b80043f5-76d7-47ff-b667-6393572bd18a,template
Is there a chessboard and a trophy in the house?,logical,no,False,"[[], [78]]",[],e5488f87-58be-4a5d-b991-5f8262198c8e,template
Is there a chessboard and a tv stand in the house?,logical,no,False,"[[], []]",[],369d80c5-571f-48ba-8a05-fd42fd1b99bb,template
Is there a chessboard and a utensil holder in the house?,logical,no,False,"[[], []]",[],c4b847f2-eafb-4d7f-a339-92f0b1379073,template
Is there a chessboard and a vacuum cleaner in the house?,logical,no,False,"[[], []]",[],fbabfd61-5931-4fd8-8431-2ca7a996ccee,template
Is there a chessboard and a vase in the house?,logical,no,False,"[[], [80, 79]]",[],193fca93-d48e-4946-a6a1-c329a80b2b66,template
Is there a chessboard and a wardrobe cabinet in the house?,logical,no,False,"[[], []]",[],165d38c6-40d7-4ac3-8f74-5b1f07857f22,template
Is there a chessboard and a washer in the house?,logical,no,False,"[[], []]",[],4f3201ae-914d-426b-8c59-07b019749aef,template
Is there a chessboard and a water dispenser in the house?,logical,no,False,"[[], []]",[],b1202c85-9467-4dd1-a019-f9494aded78a,template
Is there a chessboard and a window in the house?,logical,no,False,"[[], [82, 84, 83, 81, 85]]",[],3f54cc72-3319-45d3-bb3e-c6050ad8e987,template
Is there a chessboard and a wine bottle in the house?,logical,no,False,"[[], [86, 88, 87]]",[],62e8585f-eaa5-4e5f-b2a3-6f4a2dedf9aa,template
Is there a chessboard and a wine glass in the house?,logical,no,False,"[[], [89]]",[],e752daf4-7d87-4f9b-8dfa-96de3bfc2a1d,template
Is there a coffee machine and a computer in the house?,logical,no,False,"[[], []]",[],e5b8e3a8-e8f7-4238-9f62-8859630d0985,template
Is there a coffee machine and a cup in the house?,logical,no,False,"[[], [20, 19]]",[],9ab5112c-4383-4169-9cc9-dfb9942d03fa,template
Is there a coffee machine and a cutting board in the house?,logical,no,False,"[[], []]",[],23b6f42e-49c0-4285-91b4-c459aadccbb8,template
Is there a coffee machine and a desk in the house?,logical,no,False,"[[], [21, 22]]",[],c69bed07-d900-46bd-88ea-7b017f3b606a,template
Is there a coffee machine and a dishwasher in the house?,logical,no,False,"[[], []]",[],29973148-05bb-4138-add5-d373185290eb,template
Is there a coffee machine and a door in the house?,logical,no,False,"[[], [25, 29, 24, 28, 23, 27, 30, 26]]",[],ba73cc14-3a85-4524-a371-970b0617f449,template
Is there a coffee machine and a door handle in the house?,logical,no,False,"[[], [34, 31, 32, 33, 35, 36]]",[],52a08a11-2f56-4f42-913a-d0a5d3826102,template
Is there a coffee machine and a dresser in the house?,logical,no,False,"[[], []]",[],258a3360-7974-4443-87d8-af320633ef29,template
Is there a coffee machine and a dressing table in the house?,logical,no,False,"[[], []]",[],527cc79a-1a81-4476-8eac-cdce5c065688,template
Is there a coffee machine and a dryer in the house?,logical,no,False,"[[], []]",[],b5115da6-7c7d-4c26-9f06-da807a531ff3,template
Is there a coffee machine and a fireplace in the house?,logical,no,False,"[[], []]",[],28ecfe29-3c63-4dd8-997f-75194b533b05,template
Is there a coffee machine and a fish tank in the house?,logical,no,False,"[[], []]",[],bfd7810c-1460-43c4-9525-790fdbe1d8d9,template
Is there a coffee machine and a food processor in the house?,logical,no,False,"[[], []]",[],c62022f3-f6b5-4d93-a444-799aa1fc4fcd,template
Is there a coffee machine and a fruit bowl in the house?,logical,no,False,"[[], []]",[],4e8bd90b-c98b-42e5-bb40-fe8dc37db85a,template
Is there a coffee machine and a game console in the house?,logical,no,False,"[[], []]",[],505369b8-a4f3-4653-9d60-7e609d19203e,template
Is there a coffee machine and a headphones in the house?,logical,no,False,"[[], [38]]",[],4f2bef60-8b59-4789-b5d4-86b8b3b966a4,template
Is there a coffee machine and a heater in the house?,logical,no,False,"[[], []]",[],f188af30-7e6a-455c-92c4-e2c2e41a27cf,template
Is there a coffee machine and an ironing board in the house?,logical,no,False,"[[], []]",[],9a4e0547-36ef-4f28-ac6f-f2030588be25,template
Is there a coffee machine and a jacket in the house?,logical,no,False,"[[], [39]]",[],1abef78b-d0f2-4940-b42d-987d55bb0f83,template
Is there a coffee machine and a kettle in the house?,logical,no,False,"[[], []]",[],7455514a-1ead-4b72-ae99-2ad7a88342e9,template
Is there a coffee machine and a lamp in the house?,logical,no,False,"[[], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],e17c46b3-d334-4d49-9df7-7f81d74863b7,template
Is there a coffee machine and a loudspeaker in the house?,logical,no,False,"[[], []]",[],078e2819-9007-42be-bb16-e5d54495c987,template
Is there a coffee machine and a microwave in the house?,logical,no,False,"[[], []]",[],1900c91a-c4cf-4631-a6f5-7fdcf8dfed70,template
Is there a coffee machine and a mirror in the house?,logical,no,False,"[[], []]",[],74064069-2b10-40d4-afd6-a9a58ffba11c,template
Is there a coffee machine and a notice board in the house?,logical,no,False,"[[], [55, 53, 54]]",[],17830f42-cbb1-4f29-8f3e-509033abf916,template
Is there a coffee machine and an ottoman in the house?,logical,no,False,"[[], [37]]",[],8cb52639-e5df-4b8d-a967-a78d58e30155,template
Is there a coffee machine and a painting in the house?,logical,no,False,"[[], [51, 52]]",[],bd87bd4f-8749-4b90-85c4-dbdc77bfc95f,template
Is there a coffee machine and a pan in the house?,logical,no,False,"[[], []]",[],162e45e5-fe18-4a6f-ba26-4b4b7bad3d26,template
Is there a coffee machine and a piano in the house?,logical,no,False,"[[], []]",[],0319f730-cf4e-429a-9cce-8e73a3f772e9,template
Is there a coffee machine and a plates in the house?,logical,no,False,"[[], []]",[],4956e1ec-9896-4429-b971-cffe1826d508,template
Is there a coffee machine and a range oven in the house?,logical,no,False,"[[], []]",[],e025b365-8fb9-4b05-b073-3694353fbf65,template
Is there a coffee machine and a refrigerator in the house?,logical,no,False,"[[], []]",[],ebeb2f71-8d50-43e3-bd3f-919ef5d25cce,template
Is there a coffee machine and a robot in the house?,logical,no,False,"[[], [58, 56, 57]]",[],afec595c-6aaa-4a87-bebe-825c1bd0ea7b,template
Is there a coffee machine and a rubiks cube in the house?,logical,no,False,"[[], [61, 59, 62, 60]]",[],756a253a-00cc-47ff-9382-2b26a001656c,template
Is there a coffee machine and a rug in the house?,logical,no,False,"[[], []]",[],f68e1b81-4952-47eb-8851-c00fe9b78228,template
Is there a coffee machine and a rack in the house?,logical,no,False,"[[], []]",[],1b5d0314-ee77-4f08-8ad6-3b68e2a56169,template
Is there a coffee machine and a shoes in the house?,logical,no,False,"[[], [63]]",[],410de2b3-fa88-4abf-9e35-ee69db1829c7,template
Is there a coffee machine and a shower in the house?,logical,no,False,"[[], []]",[],fb28c0b2-dd7a-4081-a37f-f19b8036df40,template
Is there a coffee machine and a sign in the house?,logical,no,False,"[[], [68, 69, 65, 64, 70, 66, 67, 71, 72]]",[],706592f2-d559-4bb6-a9de-18b29423eb9e,template
Is there a coffee machine and a sink in the house?,logical,no,False,"[[], []]",[],e57ca683-3aed-45a7-b871-ccf238933298,template
Is there a coffee machine and a sofa in the house?,logical,no,False,"[[], [18]]",[],7a4efe0c-979f-455f-b22f-f3237b5be5fb,template
Is there a coffee machine and a stereo set in the house?,logical,no,False,"[[], []]",[],9f1e7bfb-4043-48a2-b36e-e9c5fc61eb26,template
Is there a coffee machine and a t-shirt in the house?,logical,no,False,"[[], [73]]",[],95db0398-fb25-4615-b95c-aa47a2d27759,template
Is there a coffee machine and a table in the house?,logical,no,False,"[[], [74]]",[],52c92d31-05db-4394-9eb4-f3b03803b9d9,template
Is there a coffee machine and a teapot in the house?,logical,no,False,"[[], [75]]",[],2adbf8ed-97c5-4b80-b830-068aac114820,template
Is there a coffee machine and a teddy bear in the house?,logical,no,False,"[[], [77, 76]]",[],caa04385-8407-49f6-9dce-d5cc1fa40e56,template
Is there a coffee machine and a television in the house?,logical,no,False,"[[], []]",[],f5aabb36-e0ba-4b07-be41-d3b2b788b6f3,template
Is there a coffee machine and a toilet in the house?,logical,no,False,"[[], []]",[],22c18d57-db46-41c0-adc5-b599c822ef42,template
Is there a coffee machine and a towel rack in the house?,logical,no,False,"[[], []]",[],5277e4a2-645d-423b-b2f9-5cef1bf4433f,template
Is there a coffee machine and a trophy in the house?,logical,no,False,"[[], [78]]",[],28cab5c4-dd69-4f47-8ce7-a46b389f9bf2,template
Is there a coffee machine and a tv stand in the house?,logical,no,False,"[[], []]",[],aea9fcf4-152e-4601-98de-1df8a164c95b,template
Is there a coffee machine and a utensil holder in the house?,logical,no,False,"[[], []]",[],2103735f-578b-4878-90a0-8caccf43b5bf,template
Is there a coffee machine and a vacuum cleaner in the house?,logical,no,False,"[[], []]",[],6d596409-02f2-4f2c-b4b1-446108455a9b,template
Is there a coffee machine and a vase in the house?,logical,no,False,"[[], [80, 79]]",[],13900c8b-371c-4e52-98e5-39563ccc6a57,template
Is there a coffee machine and a wardrobe cabinet in the house?,logical,no,False,"[[], []]",[],40c596fa-c978-48ca-8198-c6ca4da24dff,template
Is there a coffee machine and a washer in the house?,logical,no,False,"[[], []]",[],df8c63dd-1526-481e-a594-14fe407eafe3,template
Is there a coffee machine and a water dispenser in the house?,logical,no,False,"[[], []]",[],9853389d-4cb0-4ff0-89d7-abdeafabf83a,template
Is there a coffee machine and a window in the house?,logical,no,False,"[[], [82, 84, 83, 81, 85]]",[],882b39c0-4f51-4c96-8669-52b53a63e0c1,template
Is there a coffee machine and a wine bottle in the house?,logical,no,False,"[[], [86, 88, 87]]",[],fa72696b-e481-43a2-b715-a55dd96c524f,template
Is there a coffee machine and a wine glass in the house?,logical,no,False,"[[], [89]]",[],33839ced-929c-4209-8e11-6010f2f658ee,template
Is there a computer and a cup in the house?,logical,no,False,"[[], [20, 19]]",[],487f930f-c3a2-4a7f-932e-220dac6243a1,template
Is there a computer and a cutting board in the house?,logical,no,False,"[[], []]",[],4284c5ab-a853-4a5f-96da-809c9f2b9fbc,template
Is there a computer and a desk in the house?,logical,no,False,"[[], [21, 22]]",[],38728189-a1e3-4766-84e8-4996bf150f2d,template
Is there a computer and a dishwasher in the house?,logical,no,False,"[[], []]",[],97c1ed1d-a1cd-4e2c-b36e-12b0568155cc,template
Is there a computer and a door in the house?,logical,no,False,"[[], [25, 29, 24, 28, 23, 27, 30, 26]]",[],8e544ac7-08d9-4731-85fe-b24386414e3c,template
Is there a computer and a door handle in the house?,logical,no,False,"[[], [34, 31, 32, 33, 35, 36]]",[],1c540117-5f90-410a-b544-636aeaafb090,template
Is there a computer and a dresser in the house?,logical,no,False,"[[], []]",[],aabd820f-b090-4ca3-89d2-1c0e2749baf3,template
Is there a computer and a dressing table in the house?,logical,no,False,"[[], []]",[],e5cb69da-b00c-4507-b754-d30686faa023,template
Is there a computer and a dryer in the house?,logical,no,False,"[[], []]",[],2aea00e9-d526-49fe-9440-00ea736367cc,template
Is there a computer and a fireplace in the house?,logical,no,False,"[[], []]",[],e7defdb3-4b3c-4784-8c97-ea4b91b86fe1,template
Is there a computer and a fish tank in the house?,logical,no,False,"[[], []]",[],dba11dcf-330d-4525-9ecd-c347019fd07f,template
Is there a computer and a food processor in the house?,logical,no,False,"[[], []]",[],60195eb4-cf78-4b01-b89e-b610d059c337,template
Is there a computer and a fruit bowl in the house?,logical,no,False,"[[], []]",[],3fbeb806-fde1-4a62-b6e1-f899c819ce55,template
Is there a computer and a game console in the house?,logical,no,False,"[[], []]",[],66ca885e-4124-41a4-90ae-69d64df80c67,template
Is there a computer and a headphones in the house?,logical,no,False,"[[], [38]]",[],b8d624f2-f1ff-44d2-a499-109149aaa9fc,template
Is there a computer and a heater in the house?,logical,no,False,"[[], []]",[],fc3f9c57-ae6b-44bd-9bc2-bb0e18c4ba61,template
Is there a computer and an ironing board in the house?,logical,no,False,"[[], []]",[],c4d3b33e-41de-44c8-a066-a99a8186bd83,template
Is there a computer and a jacket in the house?,logical,no,False,"[[], [39]]",[],491c7b3c-4c40-4659-9a63-68457598c755,template
Is there a computer and a kettle in the house?,logical,no,False,"[[], []]",[],f8eee7da-d0d8-4eee-8cbd-41d90036e81a,template
Is there a computer and a lamp in the house?,logical,no,False,"[[], [41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]]",[],6f27d9a4-bf4b-4d6e-a264-d4195b187a72,template
Is there a computer and a loudspeaker in the house?,logical,no,False,"[[], []]",[],06aea512-e1f7-4963-a2f6-15c53b603a0e,template
Is there a computer and a microwave in the house?,logical,no,False,"[[], []]",[],5aa8a43f-98fa-481b-acf9-a6b1482436fb,template
Is there a computer and a mirror in the house?,logical,no,False,"[[], []]",[],47eaae62-d9dc-4e93-accb-e6a2ec537b02,template
Is there a computer and a notice board in the house?,logical,no,False,"[[], [55, 53, 54]]",[],f8e97b4e-af8b-4491-ba2e-cbd4783ef1ec,template
Is there a computer and an ottoman in the house?,logical,no,False,"[[], [37]]",[],12d8150e-98fe-4f40-b019-c67d9b60e927,template
Is there a computer and a painting in the house?,logical,no,False,"[[], [51, 52]]",[],913850b6-0623-415d-99f0-b53494f4a67c,template
Is there a computer and a pan in the house?,logical,no,False,"[[], []]",[],791ca47f-9430-4991-835d-ea4bac858e9e,template
Is there a computer and a piano in the house?,logical,no,False,"[[], []]",[],6edd40f0-b59a-453a-8c49-b3869dd31ab1,template
Is there a computer and a plates in the house?,logical,no,False,"[[], []]",[],b5dd5cbd-074f-4fb3-8239-c51311e8baa2,template
Is there a computer and a range oven in the house?,logical,no,False,"[[], []]",[],729e447a-9000-4db9-bbe7-48b7a75b289b,template
Is there a computer and a refrigerator in the house?,logical,no,False,"[[], []]",[],35c9054c-8c42-48f4-815a-cd70e63feed3,template
